UPM;NVIVI;NHOGA;TRIMESTRE;RONDA;ANIO;AREA;ESTGEO;L02;P02;P03;P06;P09;A01;A01A;A02;A03;A04;A04B;A04A;A05;A06;A06E;A07;A08;A09;A09E;A10;A11A;A11M;A11S;A12;A13REC;A14REC;A15;A16;A17A;A17M;A17S;A18;B01REC;B02REC;B03LU;B03MA;B03MI;B03JU;B03VI;B03SA;B03DO;B04;B05;B06;B07A;B07M;B07S;B08;B09A;B09M;B09S;B10;B11;B12;B13;B14;B15;B16G;B16U;B16D;B16T;B17;B18AG;B18AU;B18BG;B18BU;B19;B20G;B20U;B20D;B20T;B21;B22;B23;B24;B25;B26;B271;B272;B28;B29;B30;B31;C01REC;C02REC;C03;C04;C05;C06;C07;C08;C09;C101;C102;C11G;C11U;C11D;C11T;C12;C13AG;C13AU;C13BG;C13BU;C14;C14A;C14B;C14C;C15;C16REC;C17REC;C18;C18A;C18B;C19;D01;D02;D03;D04;D05;CATE_PEA;TAMA_PEA;OCUP_PEA;RAMA_PEA;HORAB;HORABC;HORABCO;PEAD;PEAD_1;PEAA;Factor;Añoest;Informalidad;E01AIMDE;E01BIMDE;E01CIMDE;E01DDE;E01EDE;E01FDE;E01GDE;E01HDE;E01IDE;E01JDE;E01KDE;E01LDE;E01MDE;E01KJDE
44;8;1;11;2;2024;1;1;1;72;1;6;5;1; ;6;6;6; ; ;6;6; ; ; ; ; ; ; ; ; ;1;5;5;4;1;3;0;0;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;552;1; ;0;0;0;0;0;0;0;0;0;0;668494,382;0;0;0
44;8;1;11;2;2024;1;1;2;42;3;1;5;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;8;8;8;8;8;5;0;1; ; ;2;6;0;3;2;6;0;1;1;2;12;1;4;2536000;5; ;2536000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;1; ; ;1;2;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;2;3;5;5;45;45;45;1;1;1;552;11;2;2530301,124;0;0;0;0;0;0;0;0;0;0;0;0;0
44;9;1;11;1;2024;1;1;1;56;1;6;1;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;8;12;0;0;12;0;12;0;1; ; ;20;0;0;8;20;0;0;1;2;1;30;4;3;3200000;5; ;3200000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;1;8;3;8;36;36;36;1;1;1;653;14;2;3192808,989;0;0;0;0;0;0;0;0;0;0;0;0;0
44;9;1;11;1;2024;1;1;2;20;3;1;5;6;1;6;6;6; ; ;6;7; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;653;11; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;11;1;11;1;2024;1;1;1;66;1;6;5;1; ;6;6;6; ; ;6;3; ; ; ; ; ; ; ; ; ;1;9;8;6;10;10;0;0;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;472;6; ;0;0;0;0;0;1197303,371;0;0;0;0;0;0;0;0
44;11;1;11;1;2024;1;1;2;16;5;1;5;6;1;6;6;6; ; ;6;4; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;472;10; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;12;1;11;1;2024;1;1;1;70;1;1;1;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;10;10;10;10;10;0;0;1; ; ;44;0;0;2;44;0;0;6; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;3;2;3;6;50;50;50;1;1;1;404;12;2;4988764,045;0;0;0;0;0;0;0;0;0;0;0;0;0
44;12;1;11;1;2024;1;1;2;64;2;6;1;1; ;6;6;6; ; ;6;3; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;404;12; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;12;1;11;1;2024;1;1;3;32;3;1;5;6;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;10;10;10;10;10;0;0;1; ; ;12;0;0;2;12;0;0;6; ;2;88;2;4;2000000;5; ;2000000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;4; ; ;1;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;2;2;3;6;50;50;50;1;1;1;404;12;1;1995505,618;0;0;0;0;0;0;0;0;0;0;0;0;0
44;16;1;11;2;2024;1;1;1;63;1;1;1;1; ;6;6;6; ; ;6;9; ; ; ; ; ; ; ; ; ;1;4;8;1;9;5;0;0;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;341;16; ;0;0;0;1496629,213;0;0;0;5986516,854;0;0;0;0;0;0
44;16;1;11;2;2024;1;1;2;67;2;6;1;6;1;6;6;6; ; ;6;3; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;341;12; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;16;1;11;2;2024;1;1;3;38;3;6;5;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;8;0;18;0;18;0;0;18;1; ; ;7;0;0;9;7;0;0;1;2;1;18;4;4;4600000;5; ;4600000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;1;9;2;8;54;54;54;1;1;1;341;18;2;4589662,921;0;0;0;0;0;0;0;0;0;0;0;0;0
44;16;1;11;2;2024;1;1;4;36;3;1;5;6;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;8;8;8;8;8;0;0;1; ; ;15;0;0;8;15;0;0;1;2;1;30;2;4;9000000;5; ;9000000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;1;8;1;8;40;40;40;1;1;1;341;17;2;8979775,281;0;0;0;0;0;0;0;0;0;0;0;0;0
44;16;1;11;2;2024;1;1;5;31;3;6;5;6;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;8;8;8;8;8;8;0;0;1; ; ;6;0;0;5;6;0;0;1;1;1;18;2;4;4000000;5; ;4000000;1;650000;5;0; ;6; ; ; ; ;6; ; ;6; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;1;5;3;8;40;40;40;1;1;1;341;17;2;4639550,562;0;0;0;0;0;0;0;0;0;0;0;0;0
44;17;1;11;2;2024;1;1;6;34;1;6;2;1; ;6;6;6; ; ;6;3; ; ; ; ; ; ; ; ; ;1;9;8;6;10;4;0;0;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;497;11; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;17;1;11;2;2024;1;1;7;45;2;1;2;6;6;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;12;12;12;12;12;0;0;1; ; ;0;10;0;6;0;10;0;1;1;2;88;2;4;2500000;5; ;2500000;1;200000;5;0; ;6; ; ; ; ;6; ; ;1;300000;3; ; ;1;2;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;2;6;5;5;60;60;60;1;1;1;497;12;2;2693932,584;0;0;0;0;0;0;0;0;0;0;0;0;0
44;17;1;11;2;2024;1;1;8;15;3;6;5;6;6;6;6;6; ; ;6;4; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;497;8; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;17;1;11;2;2024;1;1;9;14;3;1;5;6;6;6;6;6; ; ;6;4; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;497;6; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;17;1;11;2;2024;1;1;10;10;3;6;5;6;6;6;6;6; ; ;6;7; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;497;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;17;1;11;2;2024;1;1;11;7;3;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;497;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;39;1;11;2;2024;1;1;3;27;1;6;5;1; ;6;6;6; ; ;6;4; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;280;15; ;0;0;0;0;0;2993258,427;0;0;0;0;0;0;0;0
44;44;1;11;1;2024;1;1;1;24;1;1;2;6;2;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;8;0;12;0;12;0;12;12;1; ; ;5;0;0;8;5;0;0;1;2;1;30;3;4;3000000;5; ;3000000;6; ; ; ; ;1;1000000;5; ;1000000;6; ; ;1;2600000;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;1;8;10;8;48;48;48;1;1;1;547;16;2;3991011,236;0;0;0;0;0;0;0;0;0;0;0;0;0
44;44;1;11;1;2024;1;1;2;33;2;6;2;1; ;6;6;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;8;0;0;0;0;0;0;0;3;8;30;12;0;0;8;12;0;0;1;2;1;30;3;4;5000000;5; ;5000000;6; ; ; ; ;6; ; ; ; ;6; ; ;1;2600000;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;1;8;10;8;30;30;30;1;1;1;547;16;2;4988764,045;0;0;0;0;0;798202,247;0;0;0;0;0;0;0
44;44;1;11;1;2024;1;1;3;8;4;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;547;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;44;1;11;1;2024;1;1;4;0;3;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;547; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;52;1;11;2;2024;1;1;1;40;1;6;1;1; ;6;6;6; ; ;6;3; ; ; ; ; ; ; ; ; ;1;5;5;4;1;0;2;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;555;14; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;52;1;11;2;2024;1;1;2;26;2;1;1;6;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;5;11;11;11;11;11;5;0;1; ; ;5;0;0;5;1;6;0;1;1;2;12;1;4;2800000;5; ;2800000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;3; ; ;1;2;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1; ;1;2;5;9;5;60;60;60;1;1;1;555;12;2;2793707,865;0;0;0;0;0;0;0;0;0;0;0;0;0
44;52;1;11;2;2024;1;1;3;13;3;1;5;6;1;6;6;6; ; ;6;4; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;555;7; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;52;1;11;2;2024;1;1;4;8;3;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;555;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;52;1;11;2;2024;1;1;5;4;3;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;555;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;17;1;11;2;2024;1;1;1;64;1;6;1;6;3;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;8;0;6;6;0;6;0;0;1; ; ;20;0;0;8;20;0;0;1;2;1;30;4;4;3000000;5; ;3000000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;1;8;2;8;18;18;18;1;1;1;342;16;2;2993258,427;0;0;0;0;0;0;0;0;0;0;0;0;0
146;17;1;11;2;2024;1;1;2;54;2;1;1;6;3;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;8;7;7;7;7;7;0;0;1; ; ;14;0;0;7;19;0;0;1;2;1;30;2;4;3500000;5; ;3500000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1; ;1;1;7;3;8;35;35;35;1;1;1;342;15;2;3492134,831;0;0;0;0;0;0;0;0;0;0;0;0;0
146;17;1;11;2;2024;1;1;3;27;3;6;5;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;8;6;6;6;6;6;0;0;1; ; ;2;0;0;8;2;0;0;1;1;2;30;2;4;4800000;5; ;4800000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;1; ; ;1;2;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;2;8;2;8;30;30;30;1;1;1;342;16;2;4789213,483;0;0;0;0;0;0;0;0;0;0;0;0;0
146;23;1;11;2;2024;1;1;2;74;1;6;1;1; ;6;6;6; ; ;6;3; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;706;12; ;0;0;0;0;1297078,652;0;0;0;0;0;0;0;0;0
146;25;1;11;1;2024;1;1;1;46;1;1;1;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;3;3;3;3;3;0;0;1; ; ;13;0;0;2;13;0;0;6; ;2;88;2;4;5000000;5; ;5000000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;4; ; ;1;3;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1; ;11;2;2;3;5;15;15;15;1;1;1;534;12;1;4988764,045;0;0;1197303,371;0;0;0;0;0;0;0;0;0;0
146;25;1;11;1;2024;1;1;2;45;2;6;1;6;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;8;8;8;8;8;8;8;8;1; ; ;12;0;0;11;12;0;0;1;1;1;30;88;4;4500000;5; ;4500000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;3; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;1;11;4;8;56;56;56;1;1;1;534;13;2;4489887,64;0;0;0;0;0;0;0;0;0;0;0;0;0
146;25;1;11;1;2024;1;1;3;17;3;6;5;6;1;6;6;6; ; ;6;4; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;534;11; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;25;1;11;1;2024;1;1;4;5;3;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;534;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;31;1;11;2;2024;1;1;1;34;1;1;5;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;8;8;8;8;8;0;0;1; ; ;3;0;0;6;7;0;0;6; ;2;88;2;4;8000000;5; ;8000000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;3; ; ;1;2;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;2;6;2;5;40;40;40;1;1;1;1072;17;1;7982022,472;0;0;3492134,831;0;0;0;0;0;0;0;0;0;0
146;34;1;11;1;2024;1;1;1;65;1;6;6;1; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;8;6;6;6;6;6;0;0;1; ; ;25;0;0;8;25;0;0;1;2;1;30;2;1;5000000;5; ;5000000;6; ; ; ; ;6; ; ; ; ;6; ; ;6; ;1; ; ; ; ; ;1;2;8;30;1; ;8;6; ;1; ; ;5000000;5; ;5000000;6; ; ; ; ;3; ; ; ;0; ; ; ; ; ; ;6; ;6; ; ;1;8;2;8;30;60;60;1;1;1;144;16;2;4988764,045;4988764,045;0;0;0;0;0;0;0;0;0;0;0;0
146;55;1;11;1;2024;1;1;1;63;1;1;3;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;6;6;6;6;6;0;0;1; ; ;5;0;0;5;5;0;0;6; ;2;88;2;4;3000000;5; ;3000000;6; ; ; ; ;1;30000;2;20;600000;6; ; ;6; ;4; ; ;1;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ;2;5;5;5;30;30;30;1;1;1;389;14;1;3591910,112;0;0;0;0;0;0;8480898,876;0;0;0;0;0;0
146;56;1;11;2;2024;1;1;1;49;1;1;6;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;8;8;8;8;8;0;0;1; ; ;28;0;0;6;28;0;0;1;1;2;30;2;4;5000000;5; ;5000000;6; ; ; ; ;1;25000;2;20;500000;6; ; ;1;400000;1; ; ;1;2;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6; ; ;2;6;1;7;40;40;40;1;1;1;656;16;2;5487640,449;0;0;0;0;0;0;0;0;0;0;0;0;0
